lr,nf,run,beta,alpha,margin,method,dataset,n_iters,n_tasks,download,exp_name,mem_size,momentum,use_augs,data_root,n_classes,subsample,task_free,wandb_log,batch_size,buffer_neg,eval_every,validation,distill_coef,incoming_neg,mir_head_only,wandb_project,load_best_args,cope_temperature,samples_per_task,buffer_batch_size,supcon_temperature,acc
0.001,20,1,0.5,0.1,0.2,mir,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,1,online_cl,0,0.1,-1,10,0.2,25.32
0.01,20,1,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,15.74
0.1,20,2,0.5,0.1,0.2,agem,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.12
0.1,20,2,0.5,0.1,0.2,icarl,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,15.600000000000003
0.01,20,0,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,15.059999999999999
0.1,20,0,0.5,0.25,0.2,der++,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.359999999999999
0.1,20,1,0.5,0.1,0.2,er_ace,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,19.44
0.001,20,2,0.5,0.1,0.2,er_aml,cifar10,1,5,0,tmp,100,0.99,0,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,38.2
0.001,20,0,0.5,0.1,0.2,mir,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,1,online_cl,0,0.1,-1,10,0.2,21.580000000000002
0.01,20,0,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,16.14
0.1,20,2,0.5,0.1,0.2,icarl,cifar100,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,16.200000000000003
0.1,20,1,0.5,0.1,0.2,icarl,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,14.3
0.1,20,2,0.5,0.1,0.2,agem,cifar100,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.3800000000000003
0.01,20,2,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,16.04
0.1,20,1,0.5,0.1,0.2,er_ace,cifar100,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,24.24
0.1,20,2,0.5,0.25,0.2,der++,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.08
0.001,20,1,0.5,0.1,0.2,er_aml,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,42.71999999999999
0.01,20,2,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,11.419999999999998
0.1,20,1,0.5,0.1,0.2,icarl,cifar100,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,16.12
0.01,20,1,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,12.120000000000001
0.1,20,0,0.5,0.1,0.2,er_ace,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,18.9
0.001,20,2,0.5,0.1,0.2,mir,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,33.6
0.1,20,0,0.5,0.1,0.2,icarl,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,13.820000000000002
0.1,20,1,0.5,0.1,0.2,agem,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.3800000000000003
0.001,20,1,0.5,0.1,0.2,er_aml,cifar10,1,5,0,tmp,100,0.99,0,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,39.7
0.1,20,1,0.5,0.25,0.2,der++,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.7
0.1,20,0,0.5,0.1,0.2,er_ace,cifar100,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,24.32
0.01,20,1,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,10.559999999999999
0.01,20,0,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,13.5
0.1,20,0,0.5,0.1,0.2,icarl,cifar100,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,16.360000000000003
0.1,20,2,0.5,0.1,0.2,icarl,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,14.520000000000001
0.1,20,1,0.5,0.1,0.2,agem,cifar100,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.6
0.001,20,1,0.5,0.1,0.2,mir,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,32.9
0.1,20,2,0.5,0.1,0.2,er_ace,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,21.199999999999996
0.01,20,0,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,12.159999999999998
0.001,20,0,0.5,0.1,0.2,er_aml,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,38.760000000000005
0.1,20,2,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,9.9
0.1,20,0,0.5,0.25,0.2,der++,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,5.18
0.1,20,2,0.5,0.1,0.2,icarl,cifar100,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,16.279999999999998
0.1,20,2,0.5,0.1,0.2,er_ace,cifar100,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,21.4
0.1,20,1,0.5,0.1,0.2,icarl,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,14.500000000000004
0.1,20,2,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,15.440000000000001
0.1,20,1,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,9.48
0.001,20,0,0.5,0.1,0.2,er_aml,cifar10,1,5,0,tmp,100,0.99,0,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,40.4
0.001,20,0,0.5,0.1,0.2,mir,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,33.2
0.1,20,0,0.5,0.1,0.2,agem,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.2800000000000002
0.1,20,1,0.5,0.1,0.2,er_ace,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,19.839999999999996
0.1,20,2,0.5,0.25,0.2,der++,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,5.6
0.1,20,1,0.5,0.1,0.2,icarl,cifar100,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,15.180000000000001
0.1,20,0,0.5,0.1,0.2,icarl,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,13.76
0.1,20,1,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,18.459999999999997
0.1,20,1,0.5,0.1,0.2,er_ace,cifar100,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,20.54
0.1,20,0,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,10.68
0.001,20,2,0.5,0.1,0.2,mir,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,1,online_cl,0,0.1,-1,10,0.2,22.060000000000002
0.001,20,2,0.5,0.1,0.2,er_aml,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,40.62
0.1,20,0,0.5,0.1,0.2,agem,cifar100,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.6
0.1,20,0,0.5,0.1,0.2,icarl,cifar100,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,15.719999999999995
0.1,20,1,0.5,0.25,0.2,der++,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.220000000000001
0.1,20,2,0.5,0.1,0.2,icarl,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,13.440000000000001
0.1,20,0,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,18.5
0.1,20,2,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,13.020000000000001
0.1,20,0,0.5,0.1,0.2,er_ace,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,19.98
0.001,20,1,0.5,0.1,0.2,mir,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,1,online_cl,0,0.1,-1,10,0.2,25.860000000000003
0.001,20,2,0.5,0.1,0.2,er_aml,cifar10,1,5,0,tmp,50,0.99,0,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,34.339999999999996
0.1,20,2,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,13.5
0.001,20,2,0.5,0.1,0.2,agem,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,17.240000000000002
0.1,20,0,0.5,0.1,0.2,er_ace,cifar100,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,22.139999999999997
0.1,20,2,0.5,0.1,0.2,icarl,cifar100,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,15.260000000000002
0.1,20,1,0.5,0.1,0.2,icarl,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,14.26
0.1,20,1,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,12.780000000000001
0.1,20,0,0.5,0.25,0.2,der++,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,5.58
0.001,20,0,0.5,0.1,0.2,mir,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,1,online_cl,0,0.1,-1,10,0.2,24.240000000000002
0.001,20,1,0.5,0.1,0.2,er_aml,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,39.02
0.001,20,2,0.5,0.1,0.2,agem,cifar10,1,5,0,tmp,100,0.99,0,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,17.44
0.1,20,1,0.5,0.1,0.2,icarl,cifar100,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,14.799999999999997
0.1,20,2,0.5,0.1,0.2,er_ace,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,18.1
0.1,20,1,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,16.4
0.1,20,0,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,9.5
0.1,20,0,0.5,0.1,0.2,icarl,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,13.14
0.001,20,2,0.5,0.25,0.2,der++,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.7
0.1,20,2,0.5,0.1,0.2,er_ace,cifar100,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,17.62
0.1,20,0,0.5,0.1,0.2,icarl,cifar100,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,14.760000000000002
0.001,20,1,0.5,0.1,0.2,er_aml,cifar10,1,5,0,tmp,50,0.99,0,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,35.559999999999995
0.1,20,0,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,16.36
0.001,20,2,0.5,0.1,0.2,mir,cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,29.579999999999995
0.001,20,1,0.5,0.1,0.2,agem,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,17.2
0.1,20,2,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,12.239999999999998
0.001,20,1,0.5,0.25,0.2,der++,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.24
0.001,20,2,0.5,0.1,0.2,icarl,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,30.9
0.001,20,2,0.5,0.1,0.2,icarl,cifar10,1,5,0,tmp,100,0.99,0,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,36.32
0.1,20,2,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,12.18
0.1,20,1,0.5,0.1,0.2,er_ace,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,19.880000000000003
0.001,20,1,0.5,0.1,0.2,agem,cifar10,1,5,0,tmp,100,0.99,0,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,17.44
0.001,20,0,0.5,0.1,0.2,er_aml,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,34.98
0.1,20,1,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,11.440000000000001
0.001,20,1,0.5,0.1,0.2,mir,cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,29.119999999999997
0.001,20,0,0.5,0.25,0.2,der++,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.3200000000000003
0.001,20,1,0.5,0.1,0.2,icarl,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,28.659999999999997
0.1,20,1,0.5,0.1,0.2,er_ace,cifar100,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,18.58
0.1,20,1,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,11.78
0.001,20,0,0.5,0.1,0.2,agem,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,16.0
0.001,20,0,0.5,0.1,0.2,er_aml,cifar10,1,5,0,tmp,50,0.99,0,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,32.88
0.001,20,1,0.5,0.1,0.2,icarl,cifar10,1,5,0,tmp,100,0.99,0,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,34.120000000000005
0.001,20,2,0.5,0.25,0.2,der++,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.22
0.1,20,0,0.5,0.1,0.2,er_ace,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,17.88
0.001,20,0,0.5,0.1,0.2,mir,cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,30.24
0.001,20,0,0.5,0.1,0.2,agem,cifar10,1,5,0,tmp,100,0.99,0,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,17.240000000000002
0.1,20,0,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,12.88
0.001,20,2,0.5,0.1,0.2,iid++,miniimagenet,1,1,0,tmp,0,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,14.52
0.001,20,1,0.5,0.25,0.2,der++,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.400000000000001
0.1,20,0,0.5,0.1,0.2,er_ace,cifar100,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,17.560000000000002
0.001,20,0,0.5,0.1,0.2,icarl,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,32.239999999999995
0.001,20,2,0.5,0.1,0.2,mir,cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,1,online_cl,0,0.1,-1,10,0.2,20.82
0.001,20,2,0.5,0.1,0.2,er_aml,cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,33.68
0.1,20,0,0.5,0.1,0.2,er,cifar100,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,12.080000000000002
0.001,20,2,0.5,0.1,0.2,iid++,miniimagenet,1,1,0,tmp,0,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,19.16
0.001,20,2,0.5,0.1,0.2,agem,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,17.34
0.001,20,0,0.5,0.1,0.2,icarl,cifar10,1,5,0,tmp,100,0.99,0,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,32.38
0.001,20,0,0.5,0.25,0.2,der++,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.2399999999999998
0.001,20,1,0.5,0.1,0.2,mir,cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,1,online_cl,0,0.1,-1,10,0.2,27.18
0.001,20,2,0.5,0.1,0.2,er_ace,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,41.2
0.001,20,2,0.5,0.1,0.2,er_aml,cifar10,1,5,0,tmp,20,0.99,0,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,35.12
0.001,20,2,0.5,0.1,0.2,er,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,38.4
0.001,20,2,0.5,0.1,0.2,agem,cifar10,1,5,0,tmp,50,0.99,0,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,17.6
0.001,20,1,0.5,0.1,0.2,iid++,miniimagenet,1,1,0,tmp,0,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,15.0
0.001,20,2,0.5,0.1,0.2,er_ace,cifar10,1,5,0,tmp,100,0.99,0,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,39.06
0.001,20,0,0.5,0.1,0.2,mir,cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,1,online_cl,0,0.1,-1,10,0.2,23.7
0.001,20,2,0.5,0.25,0.2,der++,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.4800000000000004
0.001,20,2,0.5,0.1,0.2,icarl,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,32.82000000000001
0.001,20,2,0.5,0.1,0.2,er,cifar10,1,5,0,tmp,100,0.99,0,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,29.560000000000002
