H,lr,run,beta,alpha,margin,method,dataset,n_iters,n_tasks,download,exp_name,mem_size,momentum,use_augs,data_root,n_classes,n_workers,subsample,task_free,wandb_log,batch_size,buffer_neg,eval_every,validation,distill_coef,incoming_neg,mir_head_only,wandb_project,cope_temperature,samples_per_task,buffer_batch_size,supcon_temperature,acc
,0.01,1,1.0,0.75,0.2,der++,split_cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,13.8
,0.01,0,1.0,0.75,0.2,der++,split_cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,12.819999999999999
,0.05,1,0.5,0.1,0.2,icarl,split_cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,0,2,0,online_cl,0.1,-1,10,0.2,26.5
,0.1,1,0.5,0.1,0.2,agem++,split_cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,13.680000000000001
,0.05,1,0.5,0.1,0.2,icarl,split_cifar100,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,0,2,0,online_cl,0.1,-1,10,0.2,24.619999999999997
,0.1,1,0.5,0.1,0.2,agem,split_cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,3.44
,0.05,1,1.0,0.75,0.2,der++,split_cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,3.9200000000000004
,0.05,0,1.0,0.75,0.2,der++,split_cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,6.0
,0.05,0,0.5,0.1,0.2,icarl,split_cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,0,2,0,online_cl,0.1,-1,10,0.2,25.5
,0.05,0,0.5,0.1,0.2,icarl,split_cifar100,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,0,2,0,online_cl,0.1,-1,10,0.2,26.639999999999997
,0.05,1,0.5,0.1,0.2,icarl,split_cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,0,2,0,online_cl,0.1,-1,10,0.2,16.44
,0.05,1,0.5,0.1,0.2,icarl,split_cifar100,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,0,2,0,online_cl,0.1,-1,10,0.2,17.78
,0.1,1,0.5,0.1,0.2,agem++,split_cifar100,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,16.479999999999997
,0.05,1,1.0,0.75,0.2,der++,split_cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,9.84
,0.05,0,1.0,0.75,0.2,der++,split_cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,7.1
,0.05,0,0.5,0.1,0.2,icarl,split_cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,0,2,0,online_cl,0.1,-1,10,0.2,18.4
,0.1,1,0.5,0.1,0.2,agem,split_cifar100,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,3.34
,0.05,0,0.5,0.1,0.2,icarl,split_cifar100,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,0,2,0,online_cl,0.1,-1,10,0.2,18.0
,0.05,1,1.0,0.75,0.2,der++,split_cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,8.24
,0.05,0,1.0,0.75,0.2,der++,split_cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,8.66
,0.1,1,0.5,0.1,0.2,icarl,split_cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,0,2,0,online_cl,0.1,-1,10,0.2,28.580000000000002
,0.1,0,0.5,0.1,0.2,agem++,split_cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,13.020000000000001
,0.1,0,0.5,0.1,0.2,agem,split_cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,3.44
,0.1,1,0.5,0.1,0.2,icarl,split_cifar100,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,0,2,0,online_cl,0.1,-1,10,0.2,28.080000000000002
,0.1,0,0.5,0.1,0.2,icarl,split_cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,0,2,0,online_cl,0.1,-1,10,0.2,29.040000000000003
,0.1,1,1.0,0.75,0.2,der++,split_cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,4.0
,0.1,0,1.0,0.75,0.2,der++,split_cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,4.62
,0.1,0,0.5,0.1,0.2,agem++,split_cifar100,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,18.1
,0.1,0,0.5,0.1,0.2,icarl,split_cifar100,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,0,2,0,online_cl,0.1,-1,10,0.2,30.040000000000003
,0.1,0,0.5,0.1,0.2,agem,split_cifar100,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,3.6199999999999997
,0.1,1,0.5,0.1,0.2,icarl,split_cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,0,2,0,online_cl,0.1,-1,10,0.2,24.419999999999998
,0.1,1,1.0,0.75,0.2,der++,split_cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,4.92
,0.1,0,1.0,0.75,0.2,der++,split_cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,4.86
,0.1,1,0.5,0.1,0.2,agem++,split_cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,12.560000000000002
,0.1,1,0.5,0.1,0.2,icarl,split_cifar100,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,0,2,0,online_cl,0.1,-1,10,0.2,26.72
,0.1,1,0.5,0.1,0.2,agem,split_cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,3.2800000000000002
,0.1,0,0.5,0.1,0.2,icarl,split_cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,0,2,0,online_cl,0.1,-1,10,0.2,25.220000000000002
,0.1,1,1.0,0.75,0.2,der++,split_cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,6.0
,0.1,0,1.0,0.75,0.2,der++,split_cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,6.26
,0.1,0,0.5,0.1,0.2,icarl,split_cifar100,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,0,2,0,online_cl,0.1,-1,10,0.2,24.720000000000002
,0.1,1,0.5,0.1,0.2,agem++,split_cifar100,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,18.199999999999996
,0.01,1,1.0,0.75,0.2,der++,split_cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,48.64
,0.01,0,1.0,0.75,0.2,der++,split_cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,46.32000000000001
,0.1,1,0.5,0.1,0.2,icarl,split_cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,0,2,0,online_cl,0.1,-1,10,0.2,16.54
,0.1,1,0.5,0.1,0.2,icarl,split_cifar100,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,0,2,0,online_cl,0.1,-1,10,0.2,16.779999999999998
,0.01,1,1.0,0.75,0.2,der++,split_cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,49.7
,0.1,1,0.5,0.1,0.2,agem,split_cifar100,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,2.8000000000000003
,0.01,0,1.0,0.75,0.2,der++,split_cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,48.08
,0.1,0,0.5,0.1,0.2,icarl,split_cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,0,2,0,online_cl,0.1,-1,10,0.2,17.48
,0.1,0,0.5,0.1,0.2,icarl,split_cifar100,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,0,2,0,online_cl,0.1,-1,10,0.2,17.5
,0.01,1,1.0,0.75,0.2,der++,split_cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,40.06
,0.01,0,1.0,0.75,0.2,der++,split_cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,45.339999999999996
,0.01,1,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,49.18
,0.01,1,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,100,0.99,0,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,45.379999999999995
,0.1,0,0.5,0.1,0.2,agem++,split_cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,13.26
,0.01,0,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,45.94
,0.05,1,1.0,0.75,0.2,der++,split_cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,48.18000000000001
,0.05,0,1.0,0.75,0.2,der++,split_cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,51.6
,0.01,0,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,100,0.99,0,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,48.379999999999995
,0.01,1,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,42.980000000000004
,0.1,0,0.5,0.1,0.2,agem,split_cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,3.3600000000000003
,0.01,1,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,50,0.99,0,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,43.379999999999995
,0.05,1,1.0,0.75,0.2,der++,split_cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,50.260000000000005
,0.05,0,1.0,0.75,0.2,der++,split_cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,45.38000000000001
,0.01,0,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,40.06
,0.01,0,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,50,0.99,0,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,40.480000000000004
,0.01,1,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,31.119999999999997
,0.1,0,0.5,0.1,0.2,agem++,split_cifar100,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,17.340000000000003
,0.05,1,1.0,0.75,0.2,der++,split_cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,37.879999999999995
,0.05,0,1.0,0.75,0.2,der++,split_cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,36.459999999999994
,0.01,1,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,20,0.99,0,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,30.660000000000004
,0.01,0,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,32.4
,0.1,0,0.5,0.1,0.2,agem,split_cifar100,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,3.66
,0.01,0,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,20,0.99,0,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,30.26
,0.1,1,1.0,0.75,0.2,der++,split_cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,41.6
,0.1,0,1.0,0.75,0.2,der++,split_cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,40.2
,0.05,1,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,48.8
,0.1,1,0.5,0.1,0.2,agem++,split_cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,15.279999999999998
,0.05,1,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,100,0.99,0,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,48.2
,0.05,0,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,47.120000000000005
,0.1,1,1.0,0.75,0.2,der++,split_cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,19.6
,0.1,0,1.0,0.75,0.2,der++,split_cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,37.019999999999996
,0.1,1,0.5,0.1,0.2,agem,split_cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,3.54
,0.05,0,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,100,0.99,0,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,47.34
,0.05,1,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,42.059999999999995
,0.1,1,0.5,0.1,0.2,agem++,split_cifar100,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,12.9
,0.1,1,1.0,0.75,0.2,der++,split_cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,22.660000000000004
,0.1,0,1.0,0.75,0.2,der++,split_cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,34.72
,0.05,1,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,50,0.99,0,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,46.5
,0.05,0,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,39.18
,0.1,1,0.5,0.1,0.2,agem,split_cifar100,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,3.4599999999999995
,0.05,0,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,50,0.99,0,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,45.78000000000001
,0.05,1,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,40.46
,0.1,0,0.5,0.1,0.2,agem++,split_cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,15.559999999999999
,0.05,1,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,20,0.99,0,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,37.260000000000005
,0.05,0,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,30.580000000000002
,0.1,0,0.5,0.1,0.2,agem,split_cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,3.3600000000000003
,0.05,0,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,20,0.99,0,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,34.76
,0.1,0,0.5,0.1,0.2,agem++,split_cifar100,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,12.1
,0.1,1,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,47.54
,0.01,1,0.75,0.75,0.2,der++,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,4.604166666666666
,0.01,0,0.75,0.75,0.2,der++,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,8,50,1,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,5.270833333333333
,0.1,1,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,100,0.99,0,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,49.940000000000005
,0.1,0,0.5,0.1,0.2,agem,split_cifar100,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,3.56
,0.01,1,0.5,0.1,0.2,agem++,split_cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,50.660000000000004
,0.1,0,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,45.78
,0.1,0,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,100,0.99,0,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,45.56
,0.1,1,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,41.96
,0.1,1,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,50,0.99,0,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,36.9
,0.01,1,0.5,0.1,0.2,agem,split_cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,18.720000000000002
,0.01,1,0.5,0.1,0.2,agem++,split_cifar10,1,5,0,tmp,100,0.99,0,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,36.779999999999994
,0.1,0,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,39.760000000000005
,0.1,0,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,50,0.99,0,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,41.5
,0.01,1,0.5,0.1,0.2,agem,split_cifar10,1,5,0,tmp,100,0.99,0,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,18.8
,0.01,0,0.5,0.1,0.2,agem++,split_cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,34.660000000000004
,0.1,1,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,32.660000000000004
,0.1,1,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,20,0.99,0,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,30.2
,0.01,0,0.5,0.1,0.2,agem++,split_cifar10,1,5,0,tmp,100,0.99,0,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,40.879999999999995
,0.01,0,0.5,0.1,0.2,agem,split_cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,18.5
,0.1,0,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,26.32
,0.1,0,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,20,0.99,0,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,2,2,0,online_cl,0.1,-1,10,0.2,26.3
,0.01,1,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,47.760000000000005
,0.01,0,0.5,0.1,0.2,agem,split_cifar10,1,5,0,tmp,100,0.99,0,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,18.82
,0.01,1,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,100,0.99,0,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,45.58
,0.01,1,0.5,0.1,0.2,agem++,split_cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,41.720000000000006
,0.01,0,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,47.28
,0.01,0,0.5,0.1,0.2,icarl,split_cifar10,1,5,0,tmp,100,0.99,0,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,48.96
,0.01,1,0.5,0.1,0.2,agem++,split_cifar10,1,5,0,tmp,50,0.99,0,../cl-pytorch/data,10,8,50,0,online,10,0,-1,1,1,2,0,online_cl,0.1,-1,10,0.2,32.06
